CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
11599327-101000901114,Intersection 778 W 38TH ST&778 SUE BARNETT DR&800 WAKEFIELD DR,Harris County,C,CENTRAL NORTHWEST,,NW,,TUESDAY,3rd Thursday,,452Q,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 08:38:51,2013-02-08 08:38:50,2013-01-31 16:04:56,-7.69,Pothole,3105538.0601,13863619.59347,29.82133297,-95.4135731,Voice In
11599329-101000901115,Intersection 8500 BAUMAN RD&300 BERRY RD,,H,NORTHSIDE/NORTHLINE,,NE,NE,MONDAY,3rd Monday,Monday-a,453G,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 08:38:54,2013-02-08 08:38:54,2013-01-30 07:44:54,-9.04,Pothole,3118694.97736,13869931.53983,,,Voice In
11599328-101000901123,"5740 SAN FELIPE, HOUSTON TX 77057",HARRIS,G,GREATER UPTOWN,1184570010001,,,,,,491P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 08:41:03,2013-02-08 08:41:03,2013-02-01 15:44:52,-6.71,Pothole - 4870,3085330.35625,13837142.84039,29.75052587,-95.4786654,WAP
11599330-101000901125,"1102 S ELDRIDGE, HOUSTON TX 77077",HARRIS,G,ELDRIDGE / WEST OAKS,1242300010005,,,,,,488F,HCID #4 (Energy Corridor),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 08:41:08,2013-02-08 08:41:08,2013-01-30 14:04:55,-8.78,Pothole - 4872,3039460.88631,13842564.00489,29.76898901,-95.62441221,WAP
11599335-101000901144,Intersection 10418 ALTA LOMA WAY&10300 KINGSPOINT,,D,SOUTH BELT / ELLINGTON,,SE,SW,THURSDAY,2nd Friday,THURSDAY-B,576S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 08:50:58,2013-02-08 08:50:58,2013-01-30 15:44:55,-8.71,Pothole,,,29.61464502,-95.23429108,WEB
11599339-101000901151,Intersection 5440 GALVESTON RD&500 HOUSTON HWY&3750 S RICHEY&9576 WINKLER DR,,,,,,,,,,536W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 08:53:37,2013-02-08 08:53:37,2013-01-29 09:24:54,-9.98,Pothole,3161643.31206,13810391.548019998,,,Voice In
11599344-101000901169,"3400 S GESSNER, HOUSTON TX 77042",HARRIS,F,WESTCHASE,1088570000003,,,,,,490W,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 09:01:15,2013-02-08 09:01:15,2013-02-06 13:24:51,-1.82,Pothole,3066639.84,13827933.96,29.7264644,-95.53952184,Voice In
11599356-101000901204,"10501 BRIAR FOREST, HOUSTON TX 77042",HARRIS,G,BRIAR FOREST,0401610000005,,,,,,489Q,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 09:17:12,2013-02-08 09:17:12,2013-01-30 15:44:54,-8.73,Pothole,3059514.57,13835213.07,29.74705132,-95.56128789,Voice In
11599358-101000901210,"3919 ESSEX, HOUSTON TX 77027",HARRIS,G,GREENWAY / UPPER KIRBY AREA,1172670010001,,,,4th Wednesday,,492S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 09:18:54,2013-02-08 09:18:54,2013-02-01 11:04:58,-6.93,Pothole,3097007.64,13833499.07,29.73925672,-95.44335132,Voice In
11599360-101000901216,Intersection 2400 MILLS BRANCH DR&5800 RUSTLING RIVER DR,,E,KINGWOOD AREA,,NE,NE,TUESDAY,2nd Wednesday,non active,297U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 09:21:54,2013-02-08 09:21:54,2013-01-30 13:24:54,-8.83,Pothole,3180561.90152,13956423.92033,,,Voice In
11599366-101000901227,"8023 BRAESWOOD, HOUSTON TX 77071",HARRIS,K,BRAYS OAKS,0953530000023,,,,,,530U,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 09:24:57,2013-02-08 09:24:57,2013-01-31 06:44:53,-8.11,Pothole,3073331.41,13808126.21,29.67147008,-95.52030428,Voice In
11599372-101000901251,"103 MALONE, HOUSTON TX 77007",HARRIS,C,WASHINGTON AVENUE COALITION / MEMORIAL P,0300570000056,NW,SW,MONDAY,1st Wednesday,Monday-a,492G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 09:33:22,2013-02-08 09:33:22,2013-01-31 11:44:55,-7.91,Pothole,3104372.66,13844867.78,,,Voice In
11599391-101000901308,Intersection 8500 FANNIN ST&1900 NAOMI ST,,K,ASTRODOME AREA,,,,,,,532R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 09:55:22,2013-02-08 09:55:22,2013-01-31 07:24:54,-8.1,Pothole,,,,,WEB
11599394-101000901319,Intersection 1300 W DALLAS ST&900 LAMB ST,Harris County,C,FOURTH WARD,,,,,1st Wednesday,,493K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 10:03:10,2013-02-08 10:03:10,2013-01-30 14:44:55,-8.8,Pothole,3116806.38337,13840886.55363,29.75789261,-95.38027193,Voice In
11599410-101000901360,Intersection 1900 BLALOCK RD&9438 CAMPBELL RD,,A,SPRING BRANCH CENTRAL,,NW,NE,FRIDAY,4th Thursday,,450T,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 10:18:25,2013-02-08 10:18:25,2013-01-31 16:04:56,-7.76,Pothole,3070559.03196,13857383.86808,,,Voice In
11599427-101000901449,"1127 ELDRIDGE, HOUSTON TX 77077",HARRIS,G,ELDRIDGE / WEST OAKS,1210280010001,,,,,,488F,HCID #4 (Energy Corridor),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 10:50:39,2013-02-08 10:50:39,2013-01-30 14:04:55,-8.87,Pothole,3039592.8,13842085.55,29.76714418,-95.6231134,Voice In
11599438-101000901474,"8191 FANNIN, HOUSTON TX 77054",HARRIS,K,ASTRODOME AREA,1182710000001,,,,,,532R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 11:01:12,2013-02-08 11:01:12,2013-01-31 07:24:54,-8.15,Pothole - 4884,3110381.50798,13814229.24381,29.68581102,-95.40295339,WAP
11599439-101000901476,"13702 SANDPEBBLE CHASE, HOUSTON TX 77077",HARRIS,G,ELDRIDGE / WEST OAKS,1176140010017,,,,,,488F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 11:01:15,2013-02-08 11:01:15,2013-01-30 15:24:54,-8.82,Pothole - 4887,3038050.41954,13841546.76093,29.76617737,-95.62841823,WAP
11599444-101000901482,Intersection 2500 CLAY ST&1400 ST CHARLES ST,Harris County,I,DOWNTOWN,,,,,,,493V,East Downtown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 11:04:58,2013-02-08 11:04:57,2013-01-30 16:04:56,-8.79,Pothole,3125131.57964,13836887.40645,29.74618919,-95.35443874,Voice In
11599449-101000901493,"1575 ELDRIDGE, HOUSTON TX 77077",HARRIS,G,ELDRIDGE / WEST OAKS,1213570020006,,,,,,488P,HCID #4 (Energy Corridor),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 11:11:40,2013-02-08 11:11:40,2013-01-30 14:04:55,-8.88,Pothole,3039329.55,13837225.05,29.75419879,-95.62468936,Voice In
11599454-101000901503,"1545 ELDRIDGE, HOUSTON TX 77077",HARRIS,G,ELDRIDGE / WEST OAKS,1213570020007,,,,,,488P,HCID #4 (Energy Corridor),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 11:16:07,2013-02-08 11:16:07,2013-01-30 14:04:55,-8.88,Pothole,3039198.21,13837730.57,29.75398981,-95.6240389,Voice In
11599460-101000901511,"1250 N ELDRIDGE, HOUSTON TX 77077",HARRIS,G,ELDRIDGE / WEST OAKS,1242300010003,,,,,,488F,HCID #4 (Energy Corridor),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 11:22:20,2013-02-08 11:22:20,2013-01-30 13:44:54,-8.9,Pothole,3039069.82,13841644.12,29.76636682,-95.62510576,Voice In
11599466-101000901529,Intersection 2000 ERNESTINE ST&4400 HARBY ST,,I,GREATER EASTWOOD,,,,,,,494W,East End MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 11:30:32,2013-02-08 11:30:32,2013-01-30 15:04:56,-8.85,Pothole,,,29.73262599,-95.33515936,WEB
11599476-101000901550,"6409 GREENBRIAR, HOUSTON TX 77030",HARRIS,C,UNIVERSITY PLACE,0641010120001,SW,SE,TUESDAY,3rd Monday,TUESDAY-B,532G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 11:39:12,2013-02-08 11:39:12,2013-01-31 07:04:56,-8.19,Pothole,3107153.09,13822651.94,29.70867885,-95.41228212,Voice In
11599477-101000901554,"6000 GREENBRIAR, HOUSTON TX 77030",HARRIS,C,UNIVERSITY PLACE,0640930100030,SW,SE,TUESDAY,3rd Monday,TUESDAY-B,532G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 11:40:32,2013-02-08 11:40:32,2013-01-30 07:24:54,-9.18,Pothole,3107297.22,13823979.67,29.71222602,-95.41186272,Voice In
11599493-101000901590,"12260 FONDREN, HOUSTON TX 77071",HARRIS,K,BRAYS OAKS,1273480010001,,,,,,570G,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 12:01:08,2013-02-08 12:01:08,2013-01-31 08:44:54,-8.14,Pothole - 4892,3077437.22183,13798377.58965,29.64457599,-95.50869871,WAP
11599503-101000901632,"2650 S SHEPHERD, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0600890010011,NW,SW,MONDAY,1st Wednesday,MONDAY-A,492U,HCID #3 (Upper Kirby),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 12:21:17,2013-02-08 12:21:17,2013-01-30 14:24:54,-8.91,Pothole - 4893,3107353.90924,13834405.02471,29.74084158,-95.41091351,WAP
11599505-101000901636,"7320 WALLISVILLE, HOUSTON TX 77020",HARRIS,H,DENVER HARBOR / PORT HOUSTON,0180640000034,NE,SW,FRIDAY,1st Tuesday,non active,495A,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 12:22:40,2013-02-08 12:22:40,2013-01-31 15:44:53,-7.86,Pothole,3143267.58,13852445.41,,,Voice In
11599519-101000901679,Intersection 7624 CORPORATE DR&9500 TARRAGON LN,Harris County,J,SHARPSTOWN,,,,,,,529M,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 12:39:33,2013-02-08 12:39:33,2013-01-30 16:24:55,-8.84,Pothole,3062935.11578,13817049.68628,29.69684609,-95.55220032,Voice In
11599524-101000901691,"13303 WESTPORT, HOUSTON TX 77079",HARRIS,G,MEMORIAL,0992270000030,,,,,,489B,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 12:44:22,2013-02-08 12:44:22,2013-01-30 16:24:55,-8.85,Pothole,3054501.36,13847725.46,29.78185006,-95.57592542,Voice In
11599529-101000901711,Intersection 6800 BINTLIFF DR&6870 DE MOSS DR,,J,SHARPSTOWN,,,,,,,530H,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 12:56:36,2013-02-08 12:56:36,2013-01-31 06:44:53,-8.26,Pothole,3077766.50475,13821143.9878,,,Voice In
11599534-101000901722,Intersection 8100 GREENBRIAR DR&1650 LA CONCHA LN,Harris County,K,ASTRODOME AREA,,,,,,,532R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 13:04:32,2013-02-08 13:04:32,2013-02-01 10:04:56,-7.12,Pothole,3109901.19573,13816569.40148,29.69163713,-95.40438085,Voice In
11599537-101000901733,"5251 ANTOINE, HOUSTON TX 77092",HARRIS,C,CENTRAL NORTHWEST,0460440000005,,,,,,451G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 13:11:10,2013-02-08 13:11:10,2013-01-30 15:04:56,-8.92,Pothole - 4905,3086455.71079,13870073.08493,29.84079124,-95.4733949,WAP
11599538-101000901736,"4301 BLALOCK, HOUSTON TX 77041",HARRIS,A,FAIRBANKS / NORTHWEST CROSSING,1151500000031,,,,,,450F,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 13:11:26,2013-02-08 13:11:26,2013-01-30 07:24:54,-9.24,Pothole,,,29.83346729,-95.52471555,WEB
11599544-101000901753,"1102 ELDRIDGE, HOUSTON TX 77077",HARRIS,G,ELDRIDGE / WEST OAKS,1242300010001,,,,,,488F,HCID #4 (Energy Corridor),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 13:21:07,2013-02-08 13:21:07,2013-01-30 13:24:54,-9.0,Pothole - 4907,3039519.64186,13842491.19024,29.76868439,-95.62391127,WAP
11599556-101000901797,"1100 S SHEPHERD, HOUSTON TX 77019",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,0601560500018,,,,,,492R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 13:42:10,2013-02-08 13:42:10,2013-02-01 11:04:58,-7.11,Pothole - 4909,3107863.68456,13839923.64989,29.75608595,-95.40885145,WAP
11599562-101000901812,"2801 BISSONNET, WEST UNIVERSITY PL TX 77005",HARRIS,,,1022110000030,,,,,,492X,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 13:51:01,2013-02-08 13:51:01,2013-01-30 14:24:54,-8.98,Pothole - 4911,3103895.41672,13828697.965139998,29.7251808,-95.42228089,WAP
11599580-101000901874,Intersection 9500 CAMAY DR&6300 TIDWELL RD,,B,EAST LITTLE YORK / HOMESTEAD,,NE,NE,TUESDAY,2nd Thursday,,454D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 14:16:43,2013-02-08 14:16:43,2013-02-01 14:24:53,-6.99,Pothole,3139079.77976,13874514.54248,,,Voice In
11599583-101000901891,Intersection 1000 CRANBERRY HILL DR&1000 CROSSROADS DR,Harris County,G,MEMORIAL,,,,,,,488E,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 14:21:50,2013-02-08 14:21:49,2013-01-30 16:24:55,-8.91,Pothole,,,29.77224048,-95.63841448,WEB
11599600-101000901948,"11150 WESTHEIMER, HOUSTON TX 77042",HARRIS,G,BRIAR FOREST,1011140000014,,,,,,489T,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 14:59:44,2013-02-08 14:59:44,2013-02-05 09:24:52,-3.23,Pothole,,,29.73763765,-95.57227645,WEB
11599605-101000901957,Intersection 6600 BELLFORT ST&6600 NORTHDALE ST,,I,GOLFCREST / BELLFORT / REVEILLE,,SE,SE,TUESDAY,3rd Monday,,534Y,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 15:04:15,2013-02-08 15:04:15,2013-01-30 15:04:56,-9.0,Pothole,3139099.95361,13808555.214419998,,,Voice In
11604675-101000901967,"1100 ELDRIDGE, HOUSTON TX 77077",HARRIS,G,ELDRIDGE / WEST OAKS,1196780010003,,,,,,488K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 15:09:51,2013-02-08 15:09:51,2013-02-12 09:04:50,3.75,Pothole,3038777.65,13841198.3,29.7651645,-95.62606683,Voice In
11599614-101000901980,"10850 WILCREST, HOUSTON TX 77099",HARRIS,F,ALIEF,1128140000002,,,,,,529Y,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 15:16:11,2013-02-08 15:16:11,2013-01-31 06:44:53,-8.36,Pothole,3057822.05,13805437.68,29.66533955,-95.56937151,Voice In
11599631-101000902035,"10050 EASTHAVEN, HOUSTON TX 77075",HARRIS,D,SOUTH BELT / ELLINGTON,0151160160014,,,,,,575R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 15:43:19,2013-02-08 15:43:19,2013-01-31 08:24:54,-8.3,Pothole,,,29.62066228,-95.24752172,WEB
11599649-101000902090,Intersection 3600 ALDINE BENDER RD&14600 JOHN F KENNEDY BLVD,Harris County,B,IAH / AIRPORT AREA,,,,,,,374X,Aldine PID,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 16:07:07,2013-02-08 16:07:07,2013-02-07 06:44:52,-1.39,Pothole,3130402.68885,13903990.042259997,29.93017421,-95.33120307,Voice In
11599651-101000902091,"5629 HOLLY SPRINGS, HOUSTON TX 77056",HARRIS,G,GREATER UPTOWN,0752020520013,,,,,,491K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 16:07:31,2013-02-08 16:07:31,2013-02-08 08:24:50,-0.32,Pothole,3086229.22,13839862.85,29.75764625,-95.4766963,Voice In
11599652-101000902095,"7575 CAMBRIDGE, HOUSTON TX 77054",HARRIS,D,ASTRODOME AREA,1153500010001,,,,,,533J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 16:09:30,2013-02-08 16:09:29,2013-01-31 07:44:53,-8.35,Pothole,,,29.69502774,-95.39191999,WEB
11599658-101000902110,Intersection 6900 BELLFORT ST&6600 NUNN ST,,I,GOLFCREST / BELLFORT / REVEILLE,,SE,SE,TUESDAY,3rd Monday,,534Z,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 16:14:18,2013-02-08 16:14:17,2013-01-31 08:04:54,-8.34,Pothole,3140524.51047,13808963.76184,,,Voice In
11599659-101000902115,"1302 S KIRKWOOD, HOUSTON TX 77077",HARRIS,G,BRIAR FOREST,1080120000034,,,,,,489J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 16:16:12,2013-02-08 16:16:12,2013-01-30 15:24:54,-9.04,Pothole,3050823.52,13838413.8,29.75653106,-95.58852519,Voice In
11599673-101000902146,Intersection 12400 W BELLFORT ST&12746 DAIRY ASHFORD RD,,F,ALIEF,,,,,,,528Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 16:29:33,2013-02-08 16:29:33,2013-02-04 15:24:52,-4.04,Pothole,3048835.4737,13803449.113740003,,,Voice In
11599683-101000902178,"5107 S SHAVER, HOUSTON TX 77034",,E,EDGEBROOK AREA,,,,,,,576L,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 16:41:11,2013-02-08 16:41:11,2013-01-31 08:24:54,-8.34,Pothole - 4936,3169692.51734,13796678.733820003,,,WAP
11599684-101000902180,"4630 MI CASTILLO, HOUSTON TX 77045",HARRIS,K,CENTRAL SOUTHWEST,1261130010001,SW,SW,FRIDAY,4th Tuesday,FRIDAY-B,571R,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 16:41:13,2013-02-08 16:41:13,2013-02-05 14:24:52,-3.09,Pothole - 4935,3096364.36344,13792270.81479,29.62548668,-95.44911819,WAP
11599690-101000902195,Intersection 5100 N BRAESWOOD BLVD&9000 S RICE AVE,,C,MEYERLAND AREA,,,,,,,531U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 16:47:55,2013-02-08 16:47:55,2013-01-31 07:04:56,-8.4,Pothole,3089844.32344,13811549.71368,,,Voice In
11599700-101000902222,Intersection 12700 BEECHNUT ST&8200 DAIRY ASHFORD RD,,F,ALIEF,,,,,,,528R,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 16:59:30,2013-02-08 16:59:30,2013-02-04 15:24:52,-4.07,Pothole,3046499.29301,13813693.26977,,,Voice In
11599704-101000902229,Intersection 11800 BRIAR FOREST DR&1900 KIRKWOOD RD,,G,BRIAR FOREST,,,,,,,489N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 17:01:22,2013-02-08 17:01:22,2013-01-30 15:24:54,-9.07,Pothole,3051481.36211,13835121.2548,,,Voice In
11599705-101000902231,"11122 BELLAIRE, HOUSTON TX 77072",HARRIS,F,ALIEF,1243500010001,,,,,,529F,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 17:02:09,2013-02-08 17:02:09,2013-01-30 15:04:57,-9.08,Pothole,3055858.69,13819769.88,29.70489533,-95.57422946,Voice In
11599707-101000902233,Intersection 10900 MEADOWGLEN LN&2900 WALNUT BEND LN,,F,WESTCHASE,,,,,,,489Y,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 17:03:05,2013-02-08 17:03:05,2013-02-05 11:04:53,-3.25,Pothole,3057707.7391,13829861.5514,,,Voice In
11599709-101000902237,Intersection 11600 HIGHGROVE DR&1732 PRAIRIE MARK LN&1700 WOODLAND PARK DR,Harris County,G,BRIAR FOREST,,,,,,,489P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 17:05:43,2013-02-08 17:05:43,2013-02-06 10:04:52,-2.29,Pothole,3053126.59275,13835843.821260003,29.74930008,-95.58135223,Voice In
11599715-101000902247,Intersection 10600 MYKAWA RD&6900 E OREM DR,,I,MINNETEX,,SE,SE,FRIDAY,4th Tuesday,,574R,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 17:10:32,2013-02-08 17:10:32,2013-01-31 08:24:54,-8.37,Pothole,3141785.90821,13793745.499619998,,,Voice In
11599714-101000902251,"4330 BIRCHCROFT, HOUSTON TX 77088",HARRIS,A,GREATER INWOOD,1020360000001,NW,NW,TUESDAY,4th Monday,TUESDAY-B,411U,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 17:11:12,2013-02-08 17:11:12,2013-01-30 13:24:54,-9.16,Pothole - 4942,3087395.30514,13880989.89204,29.870557259999998,-95.46898127,WAP
11599716-101000902259,Intersection 15000 PEARHAVEN DR&15100 SPACE CENTER BLVD,,E,CLEAR LAKE,,SE,SE,THURSDAY,2nd Wednesday,non active,618F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 17:13:39,2013-02-08 17:13:39,2013-01-31 08:24:54,-8.37,Pothole,,,,,WEB
11599722-101000902275,"2701 CRAWFORD, HOUSTON TX 77004",HARRIS,D,MIDTOWN,0190740000006,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493U,Midtown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 17:21:09,2013-02-08 17:21:09,2013-02-01 15:24:53,-7.08,Pothole - 4944,3120413.66113,13835056.342179997,29.74137652,-95.36943983,WAP
11599723-101000902276,"2902 LEEK, HOUSTON TX 77004",HARRIS,D,GREATER THIRD WARD,0170480120001,SE,SW,TUESDAY,3rd Friday,TUESDAY-A,494W,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 17:21:11,2013-02-08 17:21:10,2013-01-30 16:04:56,-9.05,Pothole - 4943,3128571.96041,13830738.484620003,29.72895119,-95.34441538,WAP
11599724-101000902277,"2808 LEEK, HOUSTON TX 77004",HARRIS,D,GREATER THIRD WARD,0170470110011,SE,SW,TUESDAY,3rd Friday,TUESDAY-A,494W,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 17:21:11,2013-02-08 17:21:11,2013-01-30 16:04:56,-9.05,Pothole - 4946,3128606.26388,13830895.90744,29.72946045,-95.34419981,WAP
11599735-101000902301,Intersection 1500 HOLMAN ST&3500 LA BRANCH ST,,D,MIDTOWN,,NW,NE,MONDAY,1st Wednesday,,493T,Midtown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 17:34:07,2013-02-08 17:34:07,2013-02-01 15:24:53,-7.09,Pothole,3118956.05951,13833419.418300003,,,Voice In
11599737-101000902310,Intersection 6500 GESSNER RD&14700 HEMPSTEAD RD,,A,CARVERDALE,,,,,,,410W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 17:37:27,2013-02-08 17:37:26,2013-01-30 13:24:54,-9.18,Pothole,3063706.16936,13877047.45408,,,Voice In
11599739-101000902316,"2903 ELLA LEE, HOUSTON TX 77019",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,0641720010001,,,,,,492U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 17:41:10,2013-02-08 17:41:10,2013-01-30 06:24:53,-9.47,Pothole - 4957,3104690.53272,13836068.95892,29.74542351,-95.41909173,WAP
11599746-101000902338,"7055 TELEPHONE, HOUSTON TX 77061",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,0421950000001,SE,,TUESDAY,3rd Wednesday,,575A,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2013-01-29 17:50:31,2013-02-08 17:50:31,2013-01-31 08:24:54,-8.39,Pothole - 4960,3147088.27509,13804736.878019998,29.65650097,-95.28853166,WAP
