CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
11493175-101000610205,Intersection 3300 JEANETTA ST & 9200 RICHMOND AVE,,F,MID WEST,,SW,SW,MONDAY,1st Friday,,490X,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 08:37:10,2012-04-07 08:37:10,2012-03-29 16:05:01,-8.69,Pothole,3071191.92243,13829004.63973,,,Voice In
11493190-101000610240,Intersection 14700 ELLA BLVD & 13600 KUYKENDAHL RD,,,,,,,,,,372B,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 08:58:58,2012-04-07 08:58:57,2012-03-30 13:25:01,-7.82,Pothole,,,,,WEB
11493209-101000610281,"4600 JASON, HOUSTON TX 77096",HARRIS,C,MEYERLAND AREA,0824100000006,SW,SE,TUESDAY,2nd Wednesday,TUESDAY-B,531Q,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 09:24:46,2012-04-07 09:24:46,2012-03-30 16:45:01,-7.69,Pothole,3092474.27,13813560.55,29.68486292,-95.45955399,Voice In
11493235-101000610365,"3601 N MACGREGOR, HOUSTON TX 77004",HARRIS,D,MACGREGOR,0410310330008,SE,SW,TUESDAY,3rd Friday,TUESDAY-A,533H,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 09:57:24,2012-04-07 09:57:24,2012-04-04 08:05:02,-3.08,Pothole,3123920.46,13824285.78,29.71165486,-95.35948956,Voice In
11493250-101000610407,Intersection 10600 BEECHNUT ST & 8150 MAPLECREST DR,,J,ALIEF,,,,,,,529Q,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 10:15:25,2012-04-07 10:15:25,2012-03-30 07:25:02,-8.12,Pothole,,,,,WEB
11493260-101000610410,"6301 CALHOUN, HOUSTON TX 77021",HARRIS,D,GREATER OST / SOUTH UNION,0540230000006,SE,SW,TUESDAY,3rd Tuesday,TUESDAY-A,533M,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 10:16:22,2012-04-07 10:16:22,2012-04-04 08:05:01,-3.09,Pothole,3127869.77,13818316.01,29.69490711,-95.34764134,Voice In
11493269-101000610420,"1305 SAMPSON, HOUSTON TX 77003",HARRIS,I,GREATER EASTWOOD,0322140000005,SE,SE,MONDAY,1st Friday,MONDAY-A,494S,East Downtown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 10:23:21,2012-04-07 10:23:21,2012-04-02 08:25:01,-5.08,Pothole,3127843.45,13835465.42,29.74204792,-95.34603677,Voice In
11493298-101000610489,Intersection 0 W IH 10 HWY & 6700 WASHINGTON AVE,Harris County,C,WASHINGTON AVENUE COALITION / MEMORIAL P,,,,,,,492F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 11:01:52,2012-04-07 11:01:52,2012-03-29 16:25:01,-8.78,Pothole,3101172.42349,13847502.485939998,29.77739938,-95.42888635,Voice In
11493355-101000610662,Intersection 6000 CORPORATE DR & 9600 TOWN PARK DR,,F,SHARPSTOWN,,,,,,,529H,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 12:38:53,2012-04-07 12:38:52,2012-03-30 07:25:01,-8.22,Pothole,3062982.76037,13822498.616,,,Voice In
11493349-101000610663,"1706 SAMPSON, HOUSTON TX 77003",HARRIS,I,GREATER EASTWOOD,0300130000012,SE,SE,MONDAY,1st Friday,MONDAY-A,493V,East Downtown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 12:40:43,2012-04-07 12:40:43,2012-04-02 08:05:00,-5.19,Pothole,3127013.9,13834465.57,29.73937088,-95.34874799,Voice In
11493376-101000610710,Intersection 5900 LITTLE YORK RD & 10800 SENECA ST,Harris County,B,EAST LITTLE YORK / HOMESTEAD,,NE,NE,TUESDAY,2nd Thursday,TUESDAY-A,414V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 13:16:28,2012-04-07 13:16:28,2012-03-30 11:05:01,-8.09,Pothole,3140357.56789,13882906.17137,29.87136259,-95.30189507,Voice In
11493385-101000610733,"2822 W ALABAMA, HOUSTON TX 77098",HARRIS,C,GREENWAY / UPPER KIRBY AREA,0640170020011,NW,SW,MONDAY,2nd Friday,Monday-a,492U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 13:36:49,2012-04-07 13:36:48,2012-04-03 07:25:01,-4.26,Pothole,3103919.59,13833453.19,,,Voice In
11493397-101000610755,"3519 DELANO, HOUSTON TX 77004",HARRIS,D,GREATER THIRD WARD,0192020030014,SE,SW,TUESDAY,3rd Friday,TUESDAY-A,493Y,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 13:51:24,2012-04-07 13:51:24,2012-04-04 08:05:02,-3.24,Pothole,3122494.53,13830876.78,29.72987895,-95.36334472,Voice In
11493414-101000610796,Intersection 12600 ALPINE RIDGE WAY & 1800 DIXIE FARM RD,,D,SOUTH BELT / ELLINGTON,,,,,,,617E,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 14:16:05,2012-04-07 14:16:04,2012-04-04 08:25:01,-3.24,Pothole,3178580.90647,13777922.956140002,,,Voice In
11493422-101000610832,Intersection 200 W 9TH ST & 900 YALE ST,Harris County,C,GREATER HEIGHTS,,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,492D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 14:36:02,2012-04-07 14:36:02,2012-04-03 07:25:01,-4.3,Pothole,3110572.22884,13851276.23069,29.78697975,-95.39890285,Voice In
11493448-101000610915,Intersection 5300 LONGMEADOW ST & 7610 ST LO RD,Harris County,D,SOUTH PARK,,SE,SE,FRIDAY,4th Wednesday,FRIDAY-A,534S,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 15:12:33,2012-04-07 15:12:33,2012-04-02 11:05:01,-5.17,Pothole,3130743.27577,13810368.723260002,29.67281523,-95.33937825,Voice In
11493488-101000611009,"15900 S POST OAK, HOUSTON TX 77053",FORT BEND,K,FORT BEND HOUSTON,6250080000030907,SW,SW,FRIDAY,4th Friday,FRIDAY-A,611C,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 16:04:16,2012-04-07 16:04:16,2012-03-29 17:05:00,-8.96,Pothole,3091193.01,13779880.27,29.59235332,-95.46676948,Voice In
11493491-101000611017,Intersection 4700 LILLIAN ST & 900 PARKER ST,Harris County,C,WASHINGTON AVENUE COALITION / MEMORIAL P,,NW,NW,MONDAY,1st Wednesday,MONDAY-A,492H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 16:11:24,2012-04-07 16:11:24,2012-03-29 16:25:01,-8.99,Pothole,,,29.76974114,-95.40833275,WEB
11493508-101000611069,Intersection 500 LOCKWOOD DR & 4700 NAVIGATION BLVD,,H,SECOND WARD,,,,,,,494P,East End MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 16:32:14,2012-04-07 16:32:14,2012-04-04 08:05:02,-3.35,Pothole,3134735.37244,13838970.06239,,,Voice In
11493545-101000611152,Intersection 8800 CLAY RD & 4100 HOLLISTER ST,,A,SPRING BRANCH CENTRAL,,,,,,,450H,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 17:40:33,2012-04-07 17:40:32,2012-03-30 15:45:01,-8.08,Pothole,3075145.71242,13866839.09523,,,Voice In
11493553-101000611166,"9009 RICHMOND, HOUSTON TX 77063",HARRIS,F,MID WEST,1118960000012,SW,,MONDAY,1st Friday,,490X,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 17:54:40,2012-04-07 17:54:39,2012-03-29 16:05:01,-9.08,Pothole,3071694.42,13828785.6,29.72859005,-95.52366337,Voice In
11493568-101000611201,Intersection 2700 FOUNTAIN VIEW DR & 5900 WESTHEIMER RD,,J,GREATER UPTOWN,,,,,,,491T,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 18:43:28,2012-04-07 18:43:28,2012-03-29 16:05:01,-9.11,Pothole,3084037.21301,13832586.785779998,,,Voice In
11493573-101000611211,"11903 MARTIN LUTHER KING, HOUSTON TX 77048",HARRIS,D,SOUTH ACRES / CRESTMONT PARK,0974450000009,SE,SE,FRIDAY,4th Tuesday,FRIDAY-B,574J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 18:59:33,2012-04-07 18:59:33,2012-04-04 08:25:01,-3.44,Pothole,3131361.59,13795360.11,29.63150724,-95.33891139,Voice In
11493576-101000611221,Intersection 5100 CHERBOURG RD & 6900 KASSARINE PASS,Harris County,D,SOUTH PARK,,SE,SE,FRIDAY,4th Wednesday,FRIDAY-A,534N,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 19:12:12,2012-04-07 19:12:12,2012-04-04 08:45:01,-3.44,Pothole,3131810.82711,13813925.21287,29.68249909,-95.33566721,Voice In
11493607-101000611309,"2025 DUNSTAN, HOUSTON TX 77005",HARRIS,C,UNIVERSITY PLACE,0540760000015,,,,,,532D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-28 23:12:30,2012-04-07 23:12:30,2012-03-29 17:05:01,-9.26,Pothole,3108550.32,13827147.45,29.72082767,-95.40761042,Voice In
101000614114,"2100 DOWLING, HOUSTON TX 77003",HARRIS,D,GREATER THIRD WARD,0021460000005,SE,SW,TUESDAY,3rd Friday,TUESDAY-A,493V,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 06:15:50,2012-04-08 06:15:50,2012-04-04 08:08:01,-3.92,Pothole,,,29.74152051,-95.35981636,Voice In
11493615-101000614133,Intersection 13500 ELLA BLVD & 800 RUSHCREEK DR,,B,GREATER GREENSPOINT,,,,,,,372K,Greater Greenspoint MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 07:27:10,2012-04-08 07:27:10,2012-03-30 13:25:00,-8.75,Pothole,3099083.24001,13913841.69611,,,Voice In
11493647-101000614233,"1127 ELDRIDGE, HOUSTON TX 77077",HARRIS,G,ELDRIDGE / WEST OAKS,1210280010001,,,,,,488F,HCID #4 (Energy Corridor),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 08:25:48,2012-04-08 08:25:48,2012-04-03 07:25:01,-5.04,Pothole,3039592.8,13842085.55,29.76714418,-95.6231134,Voice In
11493649-101000614248,"709 W 38TH, HOUSTON TX 77018",HARRIS,C,CENTRAL NORTHWEST,0660460240024,NW,NE,TUESDAY,3rd Thursday,TUESDAY-B,452R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 08:33:48,2012-04-08 08:33:48,2012-03-29 17:25:00,-9.63,Pothole,,,29.820654,-95.41128709,WEB
11493655-101000614254,"1546 DIXIE FARM, HOUSTON TX 77089",HARRIS,D,SOUTH BELT / ELLINGTON,0450390000125,,,,,,617E,HCRID #1,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 08:36:40,2012-04-08 08:36:40,2012-03-30 13:45:02,-8.79,Pothole,3179309.75,13778924.82,29.58226954,-95.1899598,Voice In
11493682-101000614377,"7800 WILLOW CHASE, HOUSTON TX 77070",HARRIS,A,WILLOWBROOK,1209640030002,,,,,,370E,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 09:27:33,2012-04-08 09:27:33,2012-04-04 15:45:01,-3.74,Pothole,3061048.62,13915165.93,29.96669621,-95.54902178,Voice In
11493684-101000614381,"7802 CHASECREEK, HOUSTON TX 77489",FORT BEND,K,FORT BEND HOUSTON,9550030070280907,SW,SW,THURSDAY,3rd Thursday,THURSDAY-A,570V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 09:29:29,2012-04-08 09:29:29,2012-04-03 08:45:01,-5.03,Pothole,3079133.27,13787006.68,29.61293947,-95.50402978,Voice In
11493703-101000614440,"7903 FONDREN, HOUSTON TX 77074",HARRIS,J,SHARPSTOWN,0882580000057,SW,SW,TUESDAY,2nd Tuesday,TUESDAY-B,530L,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 10:01:19,2012-04-08 10:01:19,2012-03-29 10:25:01,-9.98,Pothole,3076315.89,13816158.15,29.69330411,-95.51015552,Voice In
11493705-101000614448,"3215 OAKMONT, HOUSTON TX 77021",HARRIS,D,MACGREGOR,0611310440009,SE,SW,TUESDAY,3rd Thursday,TUESDAY-A,533G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 10:04:59,2012-04-08 10:04:58,2012-04-05 07:25:01,-3.11,Pothole,3119967.71,13823871.31,29.71085335,-95.37197643,Voice In
11493724-101000614470,"7903 FONDREN, HOUSTON TX 77074",HARRIS,J,SHARPSTOWN,0882580000057,SW,SW,TUESDAY,2nd Tuesday,TUESDAY-B,530L,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 10:14:11,2012-04-08 10:12:16,2012-03-30 16:25:01,-8.74,Pothole,3076315.89,13816158.15,29.69330411,-95.51015552,Voice In
11493729-101000614497,Intersection 2600 BINGLE RD & 8500 NORTON DR,Harris County,A,SPRING BRANCH EAST,,NW,NE,FRIDAY,4th Thursday,FRIDAY-A,450R,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 10:21:01,2012-04-08 10:21:01,2012-03-30 15:45:01,-8.78,Pothole,3078056.786,13861634.15584,29.81816471,-95.50038904,Voice In
11493731-101000614502,Intersection 10400 EDDYSTONE DR & 0 SHADOWDALE DR,Harris County,A,SPRING BRANCH WEST,,,,,,,449Z,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 10:22:30,2012-04-08 10:22:30,2012-03-30 08:05:01,-9.1,Pothole,3061319.48975,13854103.70305,29.79883191,-95.5538484,Voice In
11493730-101000614505,"8502 FRIENDSHIP, HOUSTON TX 77055",HARRIS,A,LANGWOOD,0841520000515,NW,NE,FRIDAY,4th Thursday,FRIDAY-A,450R,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 10:22:44,2012-04-08 10:22:44,2012-03-30 16:05:02,-8.76,Pothole,3078110.89,13861973.43,29.81909284,-95.50018649,Voice In
11493732-101000614508,"8502 ALCOTT, HOUSTON TX 77055",HARRIS,A,LANGWOOD,0841560000620,NW,NE,FRIDAY,4th Thursday,FRIDAY-A,450R,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 10:23:37,2012-04-08 10:23:37,2012-03-30 15:45:01,-8.78,Pothole,3077906.85,13861485.06,29.81776722,-95.50087572,Voice In
11493776-101000614614,"801 E 27TH, HOUSTON TX 77009",HARRIS,H,GREATER HEIGHTS,1304160010001,NW,NW,THURSDAY,1st Friday,THURSDAY-A,453S,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 11:18:57,2012-04-08 11:18:56,2012-03-30 16:05:01,-8.8,Pothole,3113415.65,13860339.05,29.81159394,-95.3890899,Voice In
11493782-101000614630,Intersection 2700 REAGAN ST & 700 RIDGE ST,Harris County,H,GREATER HEIGHTS,,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-A,493B,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 11:25:49,2012-04-08 11:25:48,2012-04-03 07:25:01,-5.17,Pothole,3116841.36427,13850000.795900002,29.78294179,-95.37927254,Voice In
11493850-101000614807,Intersection 7400 FANNIN ST & 1800 OLD SPANISH TRL,,D,ASTRODOME AREA,,,,,,,532M,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 13:04:49,2012-04-08 13:03:39,2012-03-30 07:45:02,-9.22,Pothole,3110981.06365,13818096.55164,,,e-mail In
11493871-101000614868,Intersection 6700 W FUQUA ST & 15700 RIDGEROCK RD,,K,FORT BEND HOUSTON,,SW,SW,FRIDAY,3rd Friday,,571W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 13:43:10,2012-04-08 13:43:10,2012-04-03 16:25:01,-4.89,Pothole,,,,,Unknown
11493874-101000614869,Intersection 3600 DUNLAVY ST & 1700 KIPLING ST,Harris County,C,NEARTOWN - MONTROSE,,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 13:43:59,2012-04-08 13:43:59,2012-04-03 07:25:01,-5.26,Pothole,3110104.20123,13834306.10387,29.74037354,-95.40202335,Voice In
11493881-101000614908,"142 STONEY CREEK, HOUSTON TX 77024",HARRIS,G,MEMORIAL,0941570000029,,,,,,490J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 14:03:59,2012-04-08 14:03:59,2012-04-03 07:25:01,-5.28,Pothole,3066132.14,13838968.75,29.75683834,-95.54009235,Voice In
11493936-101000615038,Intersection 800 REDAN ST & 3600 WATSON ST,Harris County,H,GREATER HEIGHTS,,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-A,493B,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 15:14:08,2012-04-08 15:14:08,2012-04-03 16:05:02,-4.96,Pothole,3116283.86374,13852444.84515,29.78970712,-95.38079082,Voice In
11493938-101000615039,Intersection 10630 HARWIN DR & 0 W SAM HOUSTON PKWY S,Harris County,F,SHARPSTOWN,,,,,,,529D,Westchase MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 15:14:31,2012-04-08 15:14:31,2012-03-30 16:25:02,-8.95,Pothole,3061322.90509,13824233.67519,29.71672443,-95.55661018,Voice In
11493945-101000615065,Intersection 8400 S COURSE DR & 10400 SPICE LN,,J,ALIEF,,,,,,,529Q,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 15:37:30,2012-04-08 15:37:30,2012-03-30 16:25:01,-8.97,Pothole,3059706.77184,13813197.27765,,,Voice In
11493982-101000615158,Intersection 10700 BELLAIRE BLVD & 6800 TURTLEWOOD DR,Harris County,F,ALIEF,,,,,,,529G,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 16:29:48,2012-04-08 16:29:48,2012-03-30 16:25:01,-9.0,Pothole,3058009.63547,13819497.03244,,,Voice In
11493998-101000615196,7301 FANNIN TX 77030,HARRIS,D,MEDICAL CENTER AREA,0511110060004,,,,,,532M,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 16:54:48,2012-04-08 16:54:48,2012-04-03 08:25:01,-5.35,Pothole,3110952.69,13818731.28,,,Voice In
11494019-101000615260,Intersection 9500 HOMESTEAD RD & 7000 TIDWELL RD,,B,TRINITY / HOUSTON GARDENS,,,,,,,454D,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 17:59:48,2012-04-08 17:59:48,2012-03-30 11:05:01,-9.29,Pothole,3140538.34049,13874590.08793,,,Voice In
11494060-101000615349,"1838 MILLWOOD, HOUSTON TX 77008",HARRIS,C,LAZYBROOK / TIMBERGROVE,0833730000010,NW,NW,THURSDAY,3rd Wednesday,THURSDAY-B,452S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 21:03:50,2012-04-08 21:03:50,2012-03-30 16:05:01,-9.21,Pothole,,,29.80345393,-95.43981036,WEB
11494065-101000615357,Intersection 500 ALLEN GENOA RD & 10100 LUCORE,,E,MEADOWBROOK / ALLENDALE,,,,,,,536J,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-29 21:46:58,2012-04-08 21:46:58,2012-04-04 16:45:01,-4.21,Pothole,3160888.28372,13822420.72409,,,Voice In
11494094-101000618378,Intersection 6700 W AIRPORT BLVD & 12300 FONDREN RD,,K,BRAYS OAKS,,,,,,,570G,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-30 06:24:08,2012-04-09 06:24:07,2012-04-03 08:45:01,-5.9,Pothole,3077439.58579,13798339.783740003,,,Voice In
11494099-101000618390,Intersection 5100 ELM ST & 6300 S RICE AVE,,,,,,,,,,531G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-30 07:13:40,2012-04-09 07:13:40,2012-04-03 08:25:01,-5.95,Pothole,3089481.78053,13823710.86817,,,Voice In
11494100-101000618391,"11702 W BELLFORT, HOUSTON TX 77477",HARRIS,F,ALIEF,0441050000008,,,,,,529W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-30 07:13:48,2012-04-09 07:13:48,2012-03-30 16:25:01,-9.62,Pothole,3053273.19,13802686.21,29.65814216,-95.58394221,Voice In
11494126-101000618496,Intersection 3600 BROYLES ST & 4200 COLLINGSWORTH ST,,B,GREATER FIFTH WARD,,NE,NE,FRIDAY,1st Thursday,non active,454X,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-30 08:24:02,2012-04-09 08:24:02,2012-03-30 11:05:01,-9.89,Pothole,3133075.06047,13854354.25209,,,Voice In
11494156-101000618580,Intersection 3900 HOLMES RD & 7700 SCOTT ST,,D,SUNNYSIDE,,SE,,FRIDAY,,,533U,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-30 09:12:09,2012-04-09 09:12:09,2012-04-04 16:25:02,-4.7,Pothole,3121865.19444,13812454.59147,,,Voice In
11494157-101000618583,"1912 BRANARD, HOUSTON TX 77098",HARRIS,C,NEARTOWN - MONTROSE,0382170000008,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-30 09:13:38,2012-04-09 09:13:38,2012-04-04 16:25:02,-4.7,Pothole,,,29.73710693,-95.40747963,WEB
11494166-101000618621,"11603 HENDON, HOUSTON TX 77072",HARRIS,F,ALIEF,1010430000014,SW,SW,MONDAY,1st Wednesday,Monday-b,529K,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-30 09:34:04,2012-04-09 09:34:04,2012-04-03 07:45:01,-6.08,Pothole,3053221.41,13814843.11,29.69156439,-95.58298695,Voice In
11494177-101000618645,Intersection 8600 MANIRE RD & 1518 OJEMAN RD,Harris County,A,SPRING BRANCH CENTRAL,,NW,NE,FRIDAY,4th Wednesday,FRIDAY-A,450Z,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-30 09:55:53,2012-04-09 09:55:53,2012-04-03 16:05:01,-5.74,Pothole,3077838.78381,13854034.97484,29.79729448,-95.50179295,Voice In
11494186-101000618680,"1114 CHARLES, HOUSTON TX 77088",HARRIS,B,ACRES HOME,0162640670040,NW,NW,TUESDAY,3rd Friday,TUESDAY-B,412T,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-30 10:15:12,2012-04-09 10:15:11,2012-04-03 07:25:01,-6.12,Pothole,3099607.24,13881785.64,29.87176399,-95.43052005,Voice In
11494190-101000618700,"3008 BARKSDALE, HOUSTON TX 77093",HARRIS,B,EASTEX - JENSEN AREA,0830090000011,NE,NE,MONDAY,2nd Thursday,MONDAY-B,414S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-30 10:29:24,2012-04-09 10:29:23,2012-04-03 15:45:01,-5.78,Pothole,,,29.87131908,-95.33738847,WEB
11494248-101000618861,"2400 N BRAESWOOD, HOUSTON TX 77030",,C,UNIVERSITY PLACE,,,,,,,532L,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-30 12:00:54,2012-04-09 12:00:54,2012-04-04 16:45:02,-4.8,Pothole,,,,,WEB
11494260-101000618891,Intersection 5400 BROOKFIELD DR & 5400 FUQUA GARDENS VIEW RD & 14590 S POST OAK RD,,K,CENTRAL SOUTHWEST,,SW,SW,FRIDAY,4th Tuesday,,571Q,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-30 12:14:41,2012-04-09 12:14:41,2012-04-03 16:25:01,-5.83,Pothole,3091531.41653,13788216.41324,,,Voice In
11494327-101000619078,Intersection 5300 LONGMEADOW ST & 7610 ST LO RD,Harris County,D,SOUTH PARK,,SE,SE,FRIDAY,4th Wednesday,FRIDAY-A,534S,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-30 14:03:46,2012-04-09 14:03:46,2012-04-02 15:45:01,-6.93,Pothole,3130743.27577,13810368.723260002,29.67281523,-95.33937825,Voice In
11494371-101000619232,"1625 KIPLING, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,0522230000004,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2012-03-30 15:35:54,2012-04-09 15:35:54,2012-04-03 07:25:01,-6.34,Pothole,,,29.740128,-95.40052704,WEB
